Date,Name,Year,Letterboxd URI,Rating
2025-04-19,The Boy and the Heron,2023,https://boxd.it/ipeM,3
2025-04-19,Black Mirror: Bête Noire,2025,https://boxd.it/U1VI,3
2025-04-23,The Royal Tenenbaums,2001,https://boxd.it/1YHU,2
2025-04-24,The Accountant,2016,https://boxd.it/9EhI,3
2025-04-24,Scream,1996,https://boxd.it/24EC,4.5
2025-04-24,Black Mirror: Common People,2025,https://boxd.it/U1Vy,5
2025-04-24,Chhaava,2025,https://boxd.it/JpHe,2
2025-04-24,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/2b1M,2.5
2025-04-24,A Fistful of Dollars,1964,https://boxd.it/2auo,4
2025-04-26,Platoon,1986,https://boxd.it/29BS,3.5
2025-04-26,Black Mirror: Hotel Reverie,2025,https://boxd.it/U1V4,3
2025-05-02,Logan Lucky,2017,https://boxd.it/dZrs,4
2025-05-03,Battle Royale,2000,https://boxd.it/25zS,3
2025-05-07,I Know What You Did Last Summer,1997,https://boxd.it/2588,3
2025-05-09,The Walk,2015,https://boxd.it/8Rao,3.5
2025-05-09,The Game,1997,https://boxd.it/26vC,3
2025-05-09,One of Them Days,2025,https://boxd.it/MReU,2
2025-05-09,The Poseidon Adventure,1972,https://boxd.it/2a9g,4
2025-05-10,Companion,2025,https://boxd.it/F04o,3.5
